rinsa	x1 (agent) greets/hails/[welcomes/says hello to]/responds to arrival of x2 in manner x3 (action).	- greet
rirci	x1 [member] is rare/unusual/uncommon/atypical in property x2 (ka) among members of x3 (set).	- special; distinguished by a unique/unusual quality<br>- rare
rirni	x1 is a parent of/raises/rears x2; x1 mentors/acts parental toward child/protege x2.	- parent
rirxe	x1 is a river of land mass x2, draining watershed x3 into x4/terminating at x4.	- river
rismi	x1 is a quantity of rice [a type of grain] of strain/cultivar x2.	- rice
risna	x1 is a/the heart [body-part] of x2; [emotional/shape metaphors are NOT culturally neutral].	- heart; body part
ritli	x1 is a rite/ceremony/ritual for purpose/goal x2, by custom/in community x3, with form/rules x4.	- rite
rivbi	x1 avoids/evades/shuns/escapes/skirts [fate] x2 (event) through action/state x3 (event).	- escape; avoid<br>- avoid
rokci	x1 is a quantity of/is made of/contains rock/stone of type/composition x2 from location x3.	- rock
romge	x1 is a highly reflective/polished non-tarnishing metallic surface, of metal x2 [often chromium].	- chrome
ropno	x1 reflects European culture/nationality/geography/Indo-European languages in aspect x2.	- European
rorci	x1 engenders/procreates/begets x2 with coparent x3.	- procreate
rotsu	x1 is thick in dimension/direction x2 by standard x3; [relatively long in smallest dimension].	- thick
rozgu	x1 is a rose [flower - characterized by prickly stem/fragrance] of species/strain x2.	- rose
ruble	x1 is weak/feeble/frail in property/quality/aspect x2 (ka) by standard x3.	- weak
rufsu	x1 is rough/coarse/uneven/[grainy/scabrous/rugged] in texture/regularity.	- rough
runme	x1 melts [becomes liquid from solid state] at temperature x2 and pressure x3.	- melt
runta	x1 dissolves in solvent x2 forming solution/[suspension] x3 under conditions x4.	- dissolve
rupnu	x1 is measured in major-money-units (dollar/yuan/ruble) as x2 (quantity), monetary system x3.	- dollar
rusko	x1 reflects Russian culture/nationality/language in aspect x2.	- Russian
rutni	x1 is an artifact; x1 is artificial; x1 is made/caused by people/se kulnu x2; x1 is man-made.	- artifact
sabji	x1 [source] provides/supplies/furnishes x2 [supply/commodity] to x3 [recipient].	- provide
sabnu	x1 is a cabin of vehicle x2.	- cabin
sacki	x1 is a match [incendiary device] made of x2.	- match; incendiary device
saclu	x1 (me'o) is the [decimal/binary] equivalent of fractional x2 (me'o) in base x3 (quantity).	- decimal
sadjo	x1 reflects Saudi Arabian culture/nationality in aspect x2.	- Saudi
sakci	x1 sucks/is suction/vacuum/relatively low pressure of fluid/gas x2 relative to high pressure x3.	- suck
sakli	x1 slides/slips/glides on x2.	- slide
sakta	x1 is made of/contains/is a quantity of sugar [sweet edible] from source x2 of composition x3.	- sugar
salci	x1 celebrates/recognizes/honors x2 (event/abstract) with activity/[party] x3.	- celebrate
salpo	x1 is sloped/inclined/slanted/aslant with angle x2 to horizon/frame x3.	- slope
salta	x1 (mass) is a quantity of salad [food] with ingredients/components including x2.	- salad
samcu	x1 is a quantity of cassava/taro/manioc/tapioca/yam [edible starchy root] of species/strain x2.	- cassava
sampu	x1 is simple/unmixed/uncomplicated in property x2 (ka).	- simple
sance	x1 is sound produced/emitted by x2.	- sound
sanga	x1 sings/chants x2 [song/hymn/melody/melodic sounds] to audience x3.	- sing
sanji	x1 is conscious/aware of x2 (object/abstract); x1 discerns/recognizes x2 (object/abstract).	- conscious<br>- recognize; discern
sanli	x1 stands [is vertically oriented] on surface x2 supported by limbs/support/pedestal x3.	- stand
sanmi	x1 (mass) is a meal composed of dishes including x2.	- meal
sanso	x1 is a sauce/topping/gravy/frosting for use with x2, containing ingredient(s) including x3.	- sauce
santa	x1 is an umbrella/parasol shielding x2 from x3, made of material x4, supported by x5.	- umbrella
sarcu	x1 (abstract) is necessary/required for continuing state/process x2 under conditions x3.	- must; necessary<br>- necessary
sarji	x1 supports/holds up/is underpinning of/[helps] x2 against force/opposition x3 with/by means x4.	- support
sarlu	x1 is a spiral/helix/whorl/[vortex] [shape/form] with limits x2, of dimensionality x3.	- spiral
sarxe	x1 is harmonious/concordant/in agreement/concord with x2 in property x3 (ka).	- harmonious
saske	x1 (mass of facts) is science of/about subject matter x2 based on methodology x3.	- science<br>- lore; body of knowledge
satci	x1 [measurement/match] is exact/precise to precision x2 in property/quantity x3 (ka/ni).	- exact
satre	x1 (agent) strokes/rubs/pets x2 with x3.	- stroke
savru	x1 is a noise/din/clamor [sensory input without useful information] to x2 via sensory channel x3.	- noise
sazri	x1 operates/drives/runs x2 [apparatus/machine] with goal/objective/use/end/function x3.	- operate
sefta	x1 is surface/face [bounded shape/form] of [higher-dimension] object x2, on side x3, edges x4.	- surface
selci	x1 is a cell/atom/unit/molecule of x2; x1 is an indivisible, most basic subunit of x2.	- cell
selfu	x1 (agent) serves x2 with service x3 (activity); x1 is a servant (noun) of x2 performing x3.	- serve
semto	x1 reflects Semitic [metaphor: Middle-Eastern] language/culture/nationality in aspect x2.	- Semitic
senci	x1 sneezes (intransitive verb).	- sneeze
senpi	x1 doubts/is dubious/doubtful/skeptical/questions that x2 (du'u) is true.	- doubt
senta	x1 is a layer/stratum [shape/form] of x2 [material] within structure/continuum/composite x3.	- layer
senva	x1 dreams about/that x2 (fact/idea/event/state); x2 is a dream/reverie of x1.	- dream
sepli	x1 is apart/separate from x2, separated by partition/wall/gap/interval/separating medium x3.	- apart<br>- spaced; be separated to a distance
serti	x1 are stairs/stairway/steps for climbing structure x2 with steps x3.	- stairs
setca	x1 (agent) inserts/interposes/puts/deposits x2 into interior x3/into among/between members of x3.	- insert
sevzi	x1 is a self/ego/id/identity-image of x2.	- self
sfani	x1 is a fly [a small non-stinging flying insect] of species/breed x2.	- fly
sfasa	x1 (agent) punishes x2 for infraction x3 (event/state/action) with punishment x4 (event/state).	- punish
sfofa	x1 is a sofa/couch (noun).	- sofa
sfubu	x1 dives/swoops [manner of controlled falling] to x2 from x3.	- dive
siclu	x1 [sound source] whistles/makes whistling sound/note/tone/melody x2.	- whistle
sicni	x1 is a coin/token/is specie issued by x2 having value x3 of composition including x4.	- coin
sidbo	x1 (idea abstract) is an idea/concept/thought about x2 (object/abstract) by thinker x3.	- idea
sidju	x1 helps/assists/aids object/person x2 do/achieve/maintain event/activity x3.	- help
sigja	x1 is a cigar/cigarette/cigarillo made from tobacco/smokable substance x2 by x3.	- cigar
silka	x1 is a quantity of/contains/is made of silk produced by x2.	- silk
silna	x1 is a portion/quantity of salt from source x2, of composition including x3.	- salt
simlu	x1 seems/appears to have property(ies) x2 to observer x3 under conditions x4.	- seem
simsa	x1 is similar/parallel to x2 in property/quantity x3 (ka/ni); x1 looks/appears like x2.	- similar
simxu	x1 (set) has members who mutually/reciprocally x2 (event [x1 should be reflexive in 1+ sumti]).	- mutual
since	x1 is a snake/serpent of species/breed x2.	- snake
sinma	x1 esteems/respects/venerates/highly regards x2 [object of respect].	- honor; respect<br>- respect; have respect for<br>- esteem
sinso	x1 is the trigonometric sine of angle/arcsine x2.	- sine
sinxa	x1 is a sign/symbol/signal representing/referring/signifying/meaning x2 to observer x3.	- signal<br>- represent; serve as a sign or symbol of<br>- sign
sipna	x1 is asleep (adjective); x1 sleeps/is sleeping.	- sleep
sirji	x1 is straight/direct/line segment/interval between x2 and x3; (adjective:)  x1 is linear.	- straight; of a line
sirxo	x1 reflects Syrian culture/nationality in aspect x2.	- Syrian
sisku	x1 seeks/searches/looks for property x2 among set x3 (complete specification of set).	- seek
sisti	x1 [agent] ceases/stops/halts/ends activity/process/state x2 [not necessarily completing it].	- end; terminate<br>- stop; cause something to halt<br>- cease; agentive<br>- halt; cause something to stop
sitna	x1 cites/quotes/refers to/makes reference to source x2 for information/statement x3 (du'u).	- refer; make reference to<br>- cite
sivni	x1 is private/personal/privy/[secret/confidential/confined] to x2; x1 is not-public/hidden.	- private
skaci	x1 is a skirt/kilt/dress of material x2; x1 is skirted [garment open at the bottom; not legged].	- skirt
skami	x1 is a computer for purpose x2.	- computer
skapi	x1 is a pelt/skin/hide/leather from x2.	- pelt
skari	x1 is/appears to be of color/hue x2 as perceived/seen by x3 under conditions x4.	- color
skicu	x1 tells about/describes x2 (object/event/state) to audience x3 with description x4 (property).	- describe
skiji	x1 is a ski/skid/skate/runner for surface (of material) x2 supporting skier/skater/sled/cargo x3.	- ski
skina	x1 is a cinema/movie/film about x2 [plot/theme/subject/activity], filmmaker x3, for audience x4.	- film; motion picture<br>- cinema
skori	x1 is cord/cable/rope/line/twine/cordage/woven strands of material x2.	- rope<br>- cord
skoto	x1 reflects Gaelic/Scottish culture/nationality/language in aspect x2.	- Scottish
skuro	x1 is a groove/trench/furrow [shape/form] in object/surface x2.	- groove
slabu	x1 is old/familiar/well-known to observer x2 in feature x3 (ka) by standard x4.	- familiar
slaka	x1 is a syllable in language x2.	- syllable
slami	x1 is a quantity of/contains/is made of acid of composition x2; (adjective:) x1 is acidic.	- acid
slanu	x1 is a cylinder [shape/form] of material x2.	- cylinder
slari	x1 is sour/tart to observer x2.	- sour
slasi	x1 is a quantity of/is made of/contains plastic/polymer of type/component unit(s) x2.	- plastic
sligu	x1 is solid, of composition/material including x2, under conditions x3.	- solid; not liquid or gaseous
slilu	x1 oscillates at rate/frequency x2 through set/sequence-of-states x3 (complete specification).	- oscillate
sliri	x1 is a quantity of/contains/is made of sulfur/brimstone (S); [metaphor: foul odor, volcanic].	- sulfur
slovo	x1 reflects Slavic language/culture/ethos in aspect x2.	- Slavic
sluji	x1 is a/the muscle [body-part] controlling x2, of body x3; [metaphor: tools of physical power].	- muscle
sluni	x1 is a quantity of/contains onions/scallions of type/cultivar x2.	- onion
smacu	x1 is a mouse of species/breed x2.	- mouse; animal
smadi	x1 guesses/conjectures/surmises x2 (du'u) is true about subject x3; [epistemology].	- guess
smaji	x1 (source) is quiet/silent/[still] at observation point x2 by standard x3.	- quiet
smani	x1 is a monkey/ape/simian/baboon/chimpanzee of species/breed x2.	- monkey
smoka	x1 is a sock/stocking [flexible foot and lower leg garment] of material x2.	- sock
smuci	x1 is a spoon/scoop (tool) for use x2, made of material x3.	- spoon
smuni	x1 is a meaning/interpretation of x2 recognized/seen/accepted by x3.	- meaning
snada	x1 [agent] succeeds in/achieves/completes/accomplishes x2 as a result of effort/attempt/try x3.	- succeed
snanu	x1 is to the south/southern side of x2 according to frame of reference x3.	- south
snidu	x1 is x2 seconds in duration (default is 1 second) by standard x3.	- second
snime	x1 is made of/contains/is a quantity/expanse of snow.	- snow
snipa	x1 adheres/sticks to x2; (adjective:) x1 is sticky/gummy/adhesive.	- adhere<br>- stick; adhere<br>- sticky
snuji	x1 is a sandwich/layering [not restricted to food] of x2 sandwiched between x3.	- sandwich
snura	x1 is secure/safe from threat x2 (event).	- safe; secure<br>- secure
snuti	x1 (event/state) is an accident/unintentional on the part of x2; x1 is an accident.	- accidental
sobde	x1 is a quantity of soya [grain/bean] of species/strain x2.	- soya
sodna	x1 is a quantity of/contains/is made of alkali metal of type x2 [default sodium].	- sodium
sodva	x1 is made of/contains/is a quantity of a carbonated beverage/soda of flavor/brand x2.	- soda
softo	x1 reflects Russian empire/USSR/ex-USSR (Soviet]/CIS culture/nationality in aspect x2.	- Soviet
solji	x1 is a quantity of/contains/is made of gold (Au); [metaphor: valuable, heavy, non-reactive].	- gold<br>- golden; made of gold (Au)
solri	x1 is the sun of home planet x2 (default Earth) of race x3; (adjective:) x1 is solar.	- solar
sombo	x1 sows/plants x2 [crop/plants] at/in x3.	- sow<br>- plant; place in soil
sonci	x1 is a soldier/warrior/fighter of army x2.	- soldier
sorcu	x1 is a store/deposit/supply/reserve of materials/energy x2 in containment x3.	- hold; store<br>- stock; supply<br>- store
sorgu	x1 is a quantity of sorghum of species/strain x2.	- sorghum
sovda	x1 is an egg/ovum/sperm/pollen/gamete of/from organism [mother/father] x2.	- egg
spaji	x1 (event/action abstract) surprises/startles/is unexpected [and generally sudden] to x2.	- surprise
spali	x1 (agent) polishes object/surface x2 with polish x3, applied using tool x4.	- polish
spano	x1 reflects Spanish-speaking culture/nationality/language in aspect x2.	- Spanish
spati	x1 is a plant/herb/greenery of species/strain/cultivar x2.	- plant
speni	x1 is married to x2; x1 is a spouse of x2 under law/custom/tradition/system/convention x3.	- married<br>- spouse; marriage
spisa	x1 [object/substance] is a piece/portion/lump/chunk/particle of x2 [substance].	- piece
spita	x1 is a hospital treating patient(s) x2 for condition/injuries/disease/illness x3.	- hospital
spofu	x1 is broken/inoperable/broken down/non-utile/not usable for function x2.	- broken
spoja	x1 bursts/explodes/violently breaks up/decomposes/combusts into pieces/energy/fragments x2.	- explode
spuda	x1 answers/replies to/responds to person/object/event/situation/stimulus x2 with response x3.	- reply
sputu	x1 spits/expectorates x2 [predominantly liquid] from x3 to/onto x4.	- spit
sraji	x1 is vertical/upright/erect/plumb/oriented straight up and down in reference frame/gravity x2.	- vertical
sraku	x1 [abrasive/cutting/scratching object/implement] scratches/[carves]/erodes/cuts [into] x2.	- scratch
sralo	x1 reflects Australian culture/nationality/geography/dialect in aspect x2.	- Australian
srana	x1 pertains to/is germane/relevant to/concerns/is related/associated with/is about x2.	- pertain<br>- pertinent; relevant<br>- relevant<br>- relate; pertain
srasu	x1 is a blade/expanse of grass of species x2.	- grass
srera	x1 errs in doing/being/making mistake x2 (event), an error under conditions x3 by standard x4.	- err
srito	x1 reflects Sanskrit language/Sanskritic/Vedic culture/nationality in aspect x2.	- Sanskrit
sruma	x1 assumes/supposes that x2 (du'u) is true about subject x3; [epistemology].	- suppose; hypothesize<br>- assume
sruri	x1 encircles/encloses/is surrounding x2 in direction(s)/dimension(s)/plane x3.	- surround
stace	x1 is honest/open/truthfully revealing to/candid/frank with x2 about matter/fact x3.	- honest
stagi	x1 is the edible x2 portion of plant x3; x1 is a vegetable.	- vegetable
staku	x1 is a quantity of/contains/is made of ceramic made by x2, of composition x3, in form/shape x4.	- ceramic
stali	x1 remains/stays at/abides/lasts with x2.	- remain
stani	x1 is a/the stalk/stem/trunk [body-part] of plant/species x2; [metaphor: main support].	- stem; body-part<br>- stalk
stapa	x1 steps/treads on/in surface x2 using limbs x3.	- step
stasu	x1 is a quantity of soup/stew/olla/olio [food] of ingredients including x2.	- soup
stati	x1 has a talent/aptitude/innate skill for doing/being x2.	- talent
steba	x1 feels frustration about x2 (abstraction).	- frustration
steci	x1 (ka) is specific/particular/specialized/[special]/a defining property of x2 among x3 (set).	- special; of particular interest/value<br>- particular; specific<br>- specific
stedu	x1 is a/the head [body-part] of x2; [metaphor: uppermost portion].	- head
stela	x1 is a lock/seal of/on/for sealing x2 with/by locking mechanism x3.	- lock
stero	x1 is x2 steradian(s) [metric unit] in solid angle (default is 1) by standard x3.	- steradian
stici	x1 is to the west/western side of x2 according to frame of reference x3.	- west<br>- western; pertaining to the west
stidi	x1 (agent) suggests/proposes idea/action x2 to audience x3; x1 (event) inspires x2 in/among x3.	- propose<br>- suggest
stika	x1 (event) adjusts/regulates/changes x2 (ka/ni) in amount/degree x3.	- adjust<br>- edit
stizu	x1 is a chair/stool/seat/bench, a piece or portion of a piece of furniture intended for sitting.	- chair
stodi	x1 is constant/invariant/unchanging in property x2 (ka) in response to stimulus/conditions x3.	- constant
stuna	x1 is to the east/eastern side of x2 according to frame of reference x3.	- east
stura	x1 is a structure/arrangement/organization of x2 [set/system/complexity].	- structure
stuzi	x1 is an inherent/inalienable site/place/position/situation/spot/location of x2 (object/event).	- location<br>- place; location<br>- site
sucta	x1 (si'o) is abstracted/generalized/idealized from x2 [something concrete] by rules x3.	- abstract
sudga	x1 is dry of liquid x2; (adjective:) x1 is arid.	- dry
sufti	x1 is a/the hoof [body-part] of x2.	- hoof
suksa	x1 (event/state) is sudden/sharply changes at stage/point x2 in process/property/function x3.	- sudden
sumji	x1 is a mathematical sum/result/total of x2 plus/increased by x3.	- sum; mathematical gismu<br>- total; sum
sumne	x1 (experiencer) smells/scents (transitive verb) x2; x2 smells/has odor/scent to observer x1.	- smell
sumti	x1 is a/the argument of predicate/function x2 filling place x3 (kind/number).	- argument
sunga	x1 is a quantity of garlic [bulb] of species/strain x2.	- garlic
sunla	x1 is a quantity of/made from/consists of wool [tight curly hair] from animal/species/source x2.	- wool
surla	x1 relaxes/rests/is at ease in/by doing/being x2 (activity).	- relax; to be at ease<br>- rest; take repose
sutra	x1 is fast/swift/quick/hastes/rapid at doing/being/bringing about x2 (event/state).	- quick; fast<br>- fast<br>- rapid
tabno	x1 is a quantity of/contains/is made of carbon/graphite/[diamond]/charcoal; x1 is organic.	- carbon
tabra	x1 is a horn/trumpet/trombone/bugle [brass-wind/lip-reed musical instrument].	- trumpet
tadji	x1 [process] is a method/technique/approach/means for doing x2 (event) under conditions x3.	- way; method<br>- method
tadni	x1 studies/is a student of x2; x1 is a scholar; (adjective:) x1 is scholarly.	- study
tagji	x1 is snug/tight on x2 in dimension/direction x3 at locus x4.	- snug
talsa	x1 (person) challenges x2 at/in property x3.	- challenge
tamca	x1 is a tomato [fruit/vegetable/plant] of species/strain x2.	- tomato; fruit or plant
tamji	x1 is a/the thumb/big toe [body-part] on limb x2 of x3; [metaphor based on relative shape].	- thumb
tamne	x1 is cousin to x2 by bond/tie x3; [non-immediate family member, default same generation].	- cousin
tanbo	x1 is a board/plank [3-dimensional long flat rectangle] of material x2.	- board
tance	x1 is a/the tongue [body-part] of x2; (metaphor: similar to nazbi, tamji, degji).	- tongue
tanjo	x1 is the trigonometric tangent of angle/arctangent x2.	- tangent
tanko	x1 is a quantity of tobacco [leaf] of species/strain x2.	- tobacco
tanru	x1 is a binary metaphor formed with x2 modifying x3, giving meaning x4 in usage/instance x5.	- phrase compound<br>- binary metaphor; phrase compound
tansi	x1 is a pan/basin/tub/sink, a shallow container for contents x2, of material/properties x3.	- pan
tanxe	x1 is a box/carton/trunk/crate for contents x2, and made of material x3.	- box
tapla	x1 is a tile/cake [shape/form] of material x2, shape x3, thickness x4.	- tile
tarbi	x1 is an embryo/zygote/fetus/fertilized egg with mother x2, and father x3.	- embryo
tarci	x1 is a star/sun with stellar properties x2.	- star; celestial body
tarla	x1 is a quantity of/contains/is made of tar/asphalt from source x2.	- tar
tarmi	x1 [ideal] is the conceptual shape/form of object/abstraction/manifestation x2 (object/abstract).	- shape
tarti	x1 behaves/conducts oneself as/in-manner x2 (event/property) under conditions x3.	- behave
taske	x1 thirsts for x2; x1 needs/wants drink/fluid/lubrication x2.	- thirst
tatpi	x1 is tired/fatigued by effort/situation x2 (event); x1 needs/wants rest.	- tired
tatru	x1 is a/the breast/mammary/teat [body-part] of x2; [metaphor: projection providing liquid].	- breast
tavla	x1 talks/speaks to x2 about subject x3 in language x4.	- talk; any speech
taxfu	x1 is dress/a garment/clothing for wearing by x2 (gender/species/body part) serving purpose x3.	- garment
tcaci	x1 is a custom/habit/[ritual/rut] of x2 under conditions x3.	- custom; habit
tcadu	x1 is a town/city of metropolitan area x2, in political unit x3, serving hinterland/region x4.	- city
tcana	x1 is a station/node of/in/on transport/communication/distribution system/network x2.	- station
tcati	x1 is made of/contains/is a quantity of tea brewed from leaves x2.	- tea
tcena	x1 stretches/extends to range x2 [interval/extent] in dimension x3 from relaxed range x4.	- extend; increase in extent<br>- stretch
tcica	x1 (event/experience) misleads/deceives/dupes/fools/cheats/tricks x2 into x3 (event/state).	- deceive
tcidu	x1 [agent] reads x2 [text] from surface/document/reading material x3; x1 is a reader.	- read
tcika	x1 [hours, minutes, seconds] is the time/hour of state/event x2 on day x3 at location x4.	- time of day
tcila	x1 is a detail/feature/particular of x2.	- detail
tcima	x1 is weather at place/region x2; (adjective:) x1 is meteorological.	- weather
tcini	x1 [state/property] is a situation/condition/state/position/are conditions/circumstances of x2.	- situation<br>- condition; particular state of being
tcita	x1 is a label/tag of x2 showing information x3.	- label
temci	x1 is the time-duration/interval/period/[elapsed time] from time/event x2 to time/event x3.	- time
tenfa	x1 is the exponential result of base x2 to power/exponent x3.	- exponential
tengu	x1 (property-ka) is a texture of x2.	- texture
terdi	x1 is the Earth/the home planet of race x2; (adjective:) x1 is terrestrial/earthbound.	- earth
terpa	x1 fears x2; x1 is afraid/scared/frightened by/fearful of x2 (event/tu'a object).	- fear
terto	x1 is a trillion [10^{12}] of x2 in dimension/aspect x3 (default is units).	- trillion<br>- 1E12
tigni	x1 performs x2 [performance] for/before audience x3.	- perform
tikpa	x1 kicks [hits with x1's foot/feet x4] x2 in/at locus x3, using x1's foot/feet x4.	- kick; to strike with the foot or feet
tilju	x1 is heavy/weighty in mass/weight by standard x2.	- heavy
tinbe	x1 obeys/follows the command/rule x2 made by x3; (adjective:) x1 is obedient.	- obey
tinci	x1 is a quantity of/contains/is made of tin (Sn); [metaphor: cheap or base metal].	- tin
tinsa	x1 is stiff/rigid/inflexible/resistant in direction x2 against force x3 under conditions x4.	- stiff
tirna	x1 hears x2 against background/noise x3; x2 is audible; (adjective:) x1 is aural.	- hear
tirse	x1 is a quantity of/contains/is made of iron (Fe); [metaphor: strong, durable, tarnishing].	- iron; metal
tirxu	x1 is a tiger/leopard/jaguar/[tigress] of species/breed x2 with coat markings x3.	undefined
tisna	x1 (object) fills/becomes stuffed [up]/inflates/blows up with material x2; x2 pours into x1.	- fill
titla	x1 is sweet/sugary/saccharine to observer x2.	- sweet
tivni	x1 broadcasts/televises programming x2 via medium/channel x3 to television receiver x4.	- television
tixnu	x1 is a daughter of mother/father/parents x2; [not necessarily biological].	- daughter
toknu	x1 is an oven [enclosure that heats its contents] for baking/heating/drying x2.	- oven
toldi	x1 is a butterfly/moth of species/breed x2.	- butterfly
tonga	x1 is a tone/note of frequency/pitch x2 from source x3.	- tone
tordu	x1 is short in dimension/direction x2 (default longest dimension) by measurement standard x3.	- short
torni	x1 twists under load/force/torsion x2.	- twist
traji	x1 is superlative in property x2 (ka), the x3 extreme (ka; default ka zmadu) among set/range x4.	- least; superlative<br>- superlative<br>- best; superlative
trano	x1 is a quantity of/contains/is made of nitrogen/ammonia/nitrates.	- nitrogen
trati	x1 is taut/tense/strained tight in direction x2.	- taut
trene	x1 is a train [vehicle] of cars/units x2 (mass) for rails/system/railroad x3, propelled by x4.	- train
tricu	x1 is a tree of species/cultivar x2.	- tree; plant
trina	x1 attracts/appeals to/lures x2 (person/event) with property/quality x3 (ka).	- attract
trixe	x1 is posterior/behind/back/in the rear of x2 which faces/in-frame-of-reference x3.	- behind<br>- back; behind
troci	x1 tries/attempts/makes an effort to do/attain x2 (event/state/property) by actions/method x3.	- attempt; to try<br>- try
tsali	x1 is strong/powerful/[tough] in property/quality x2 (ka) by standard x3.	- strong
tsani	x1 is an expanse of sky/the heavens at place x2; [celestial].	- sky
tsapi	x1 is a seasoning/condiment/spice causing flavor/effect x2 (event/property).	- seasoning
tsiju	x1(s) is/are (a) seed(s)/spore(s) [body-part] of organism x2 for producing offspring x3.	- seed
tsina	x1 is a stage/platform/dais/[scaffold] at/in x2 supporting x3, made of material x4.	- stage
tubnu	x1 is a length of tubing/pipe/hollow cylinder [shape/form] of material x2, hollow of material x3.	- tube
tugni	x1 [person] agrees with person(s)/position/side x2 that x3 (du'u) is true about matter x4.	- agree
tujli	x1 is a tulip (defined by flower shape) of species/strain x2.	- tulip
tumla	x1 is a parcel/expanse of land at location x2; x1 is terrain.	- land
tunba	x1 is a sibling of x2 by bond/tie/standard/parent(s) x3.	- sibling
tunka	x1 is made of/contains/is a quantity of copper (Cu); [metaphor: reddish, electrical conductor].	- copper
tunlo	x1 gulps/swallows.	- swallow
tunta	x1 (object, usually pointed) pokes/jabs/stabs/prods x2 (experiencer).	- poke
tuple	x1 is a/the leg [body-part] of x2; [metaphor: supporting branch].	- leg
turni	x1 governs/rules/is ruler/governor/sovereign/reigns over people/territory/domain/subjects x2.	- govern
tutci	x1 is a tool/utensil/resource/instrument/implement used for doing x2; [form determines function].	- tool<br>- instrument; tool
tutra	x1 is territory/domain/space of/belonging to/controlled by x2.	- territory
vacri	x1 is a quantity of air/normally-gaseous atmosphere of planet x2, of composition including x3.	- air
vajni	x1 (object/event) is important/significant to x2 (person/event) in aspect/for reason x3 (nu/ka).	- important
valsi	x1 is a word meaning/causing x2 in language x3; (adjective: x1 is lexical/verbal).	- word
vamji	x1 (ni) is the equivalent value/worth of x2 [item(s) of value] to x3 for use/appreciation x4.	- value; monetary worth<br>- worth; equal in value to
vamtu	x1 vomits/regurgitates x2; x1 throws x2 up; [violent] digestive expulsion.	- vomit
vanbi	x1 (ind./mass) is part of an environment/surroundings/context/ambience of x2.	- environment
vanci	x1 is an evening [from end-of-work until sleep typical for locale] of day x2 at location x3.	- evening
vanju	x1 is made of/contains/is a quantity of wine from fruit/grapes x2.	- wine
vasru	x1 contains/holds/encloses/includes contents x2 within; x1 is a vessel containing x2.	- include; enclose<br>- contain
vasxu	x1 breathes/respires x2 [gas].	- breathe
vecnu	x1 [seller] sells/vends x2 [goods/service/commodity] to buyer x3 for amount/cost/expense x4.	- sell
venfu	x1 takes revenge on/retaliates against x2 (person) for wrong x3 (nu) with vengeance x4 (nu).	- revenge
vensa	x1 is spring/springtime [warming season] of year x2 at location x3; (adjective:) x1 is vernal.	- spring
verba	x1 is a child/kid/juvenile [a young person] of age x2, immature by standard x3.	- juvenile; human<br>- kid; humanoid<br>- child
vibna	x1 is a/the vagina [body-part] of x2.	- vagina
vidni	x1 is a video monitor/CRT/screen [machine] serving function x2.	- video; monitor
vidru	x1 is a virus of species/breed/defining property x2 capable of infecting [at] x3.	- virus
vifne	(adjective:) x1 is fresh/unspoiled.	- fresh
vikmi	x1 [body] excretes waste x2 from source x3 via means/route x4.	- excrete
viknu	x1 is thick/viscous under conditions x2.	- viscous
vimcu	x1 removes/subtracts/deducts/takes away x2 from x3 with/leaving result/remnant/remainder x4.	- delete<br>- remove<br>- erase
vindu	x1 is poisonous/venomous/toxic/a toxin to x2.	- poison
vinji	x1 is an airplane/aircraft [flying vehicle] for carrying passengers/cargo x2, propelled by x3.	- airplane
vipsi	x1 is a deputy/vice/subordinate in aspect [or organization principle] x2 (ka) to principal x3.	- deputy
virnu	x1 is brave/valiant/courageous in activity x2 (event) by standard x3.	- brave
viska	x1 sees/views/perceives visually x2 under conditions x3.	- see; perceive visually, not implying mental processing
vitci	x1 is irregular/occasional/intermittent in property/action/aspect x2.	- irregular
vitke	x1 is a guest/visitor of x2 at place/event x3; x1 visits x2/x3.	- visit<br>- guest<br>- visitor<br>- attend; be at an event
vitno	x1 is permanent/lasting/[eternal] in property x2 (ka) by standard x3 [time-span/expectant one].	- permanent
vlagi	x1 is a/the vulva [body-part] of x2.	- vulva
vlile	x1 is an event/state/act of violence.	- violent
vlina	x1 is a logical alternation/disjunction, stating that x2 (du'u) and/or x3 (du'u) is/are true.	- alternation
vlipa	x1 has the power to bring about x2 under conditions x3; x1 is powerful in aspect x2 under x3.	- powerful
vofli	x1 flies [in air/atmosphere] using lifting/propulsion means x2.	- flight
voksa	x1 is a voice/speech sound of individual x2.	- voice
vorme	x1 is a doorway/gateway/access way between x2 and x3 of structure x4.	- door
vraga	x1 is a lever [tool] [of apparatus] for doing x2 [function/action], with fulcrum x3 and arm x4.	- lever
vreji	x1 is a record of x2 (data/facts/du'u) about x3 (object/event) preserved in medium x4.	- record
vreta	x1 lies/rests/reclines/reposes on x2; x1 is reclining/recumbent/lying on x2.	- reclining
vrici	x1 (set/mass/ind.) is miscellaneous/various/assorted in property x2 (ka).	- miscellaneous<br>- diverse<br>- assorted
vrude	x1 is virtuous/saintly/[fine/moral/nice/holy/morally good] by standard x2.	- virtue<br>- virtuous
vrusi	x1 (ka) is a taste/flavor of/emitted by x2; x2 tastes of/like x1.	- taste
vukro	x1 reflects Ukrainian language/culture/nationality in aspect x2.	- Ukrainian
xabju	x1 dwells/lives/resides/abides at/inhabits/is a resident of location/habitat/nest/home/abode x2.	- dwell
xadba	x1 is exactly/approximately half/semi-/demi-/hemi- of x2 by standard x3.	- half
